from_source,from_bdy,from_id,from_name,to_source,to_bdy,to_id,to_name,address_count,address_percent
geoscape 202202,locality,locfcb0dd61c078,ACTON PARK,abs 2016,lga,LGA61410,Clarence (C),906,100
geoscape 202202,locality,locfcb32006848d,RAWBELLE,abs 2016,lga,LGA35760,North Burnett (R),71,100
geoscape 202202,locality,locfcc649c3fda1,GLENELG,abs 2016,lga,LGA42600,Holdfast Bay (C),4005,100
geoscape 202202,locality,locfccb5a0bbac3,MOUNT GEORGE,abs 2016,lga,LGA40120,Adelaide Hills (DC),147,100
geoscape 202202,locality,locfcd9cb616965,FREMANTLE,abs 2016,lga,LGA53430,Fremantle (C),7939,100
geoscape 202202,locality,locfce4eda499a0,LANE COVE NORTH,abs 2016,lga,LGA14700,Lane Cove (A),5626,84.57606734816596
geoscape 202202,locality,locfce4eda499a0,LANE COVE NORTH,abs 2016,lga,LGA18250,Willoughby (C),1026,15.423932651834035
geoscape 202202,locality,locfce987ba8e21,CRYSTAL CREEK,abs 2016,lga,LGA17550,Tweed (A),131,100
geoscape 202202,locality,locfcebb7b8b96a,TAIGUM,abs 2016,lga,LGA31000,Brisbane (C),3755,100
geoscape 202202,locality,locfcee71fdab66,PIONEER,abs 2016,lga,LGA35300,Mount Isa (C),1089,100
geoscape 202202,locality,locfcee9af52be2,ELIZABETH DOWNS,abs 2016,lga,LGA45680,Playford (C),2418,100
geoscape 202202,locality,locfcf444871d3b,MARKS POINT,abs 2016,lga,LGA14650,Lake Macquarie (C),1103,100
geoscape 202202,locality,locfcfe289f39d5,KOORAINGHAT,abs 2016,lga,LGA15240,Mid-Coast (A),94,100
geoscape 202202,locality,locfcfe95e2d02b,CULLEN,abs 2016,lga,LGA22250,Gannawarra (S),21,100
geoscape 202202,locality,locfd03ef78807f,NGAPALA,abs 2016,lga,LGA42110,Goyder (DC),61,100
geoscape 202202,locality,locfd09f98e40b6,WICKLIFFE,abs 2016,lga,LGA20260,Ararat (RC),78,100
geoscape 202202,locality,locfd0ac2a1c5e8,HOPETOUN PARK,abs 2016,lga,LGA25150,Moorabool (S),287,100
geoscape 202202,locality,locfd0e5e596d7e,GILLIMANNING,abs 2016,lga,LGA52310,Cuballing (S),1,4.545454545454546
geoscape 202202,locality,locfd0e5e596d7e,GILLIMANNING,abs 2016,lga,LGA59100,Wickepin (S),21,95.45454545454545
geoscape 202202,locality,locfd0e878195a8,COLAC WEST,abs 2016,lga,LGA21750,Colac-Otway (S),110,100
geoscape 202202,locality,locfd119c92b38c,CASTLE CREEK,abs 2016,lga,LGA30370,Banana (S),50,100
geoscape 202202,locality,locfd1c73875002,NANUM,abs 2016,lga,LGA37300,Weipa (T),482,100
geoscape 202202,locality,locfd20a51bfd38,BOAT HARBOUR,abs 2016,lga,LGA65410,Waratah/Wynyard (M),182,100
geoscape 202202,locality,locfd20f8b9041c,QUINNS ROCKS,abs 2016,lga,LGA58760,Wanneroo (C),3729,100
geoscape 202202,locality,locfd227284df08,LEDGE POINT,abs 2016,lga,LGA53570,Gingin (S),581,100
geoscape 202202,locality,locfd2b1f4a0ddc,TOOLERN VALE,abs 2016,lga,LGA24130,Macedon Ranges (S),3,0.7575757575757576
geoscape 202202,locality,locfd2b1f4a0ddc,TOOLERN VALE,abs 2016,lga,LGA24650,Melton (C),393,99.24242424242425
geoscape 202202,locality,locfd2c5f1b4b0e,THUMB CREEK,abs 2016,lga,LGA15700,Nambucca (A),27,100
geoscape 202202,locality,locfd2d02ef4126,AUBIN GROVE,abs 2016,lga,LGA51820,Cockburn (C),2539,100
geoscape 202202,locality,locfd2e45b6dfad,WHIRILY,abs 2016,lga,LGA21270,Buloke (S),15,100
geoscape 202202,locality,locfd34e70cb12a,BUTLER,abs 2016,lga,LGA58760,Wanneroo (C),5562,100
geoscape 202202,locality,locfd35c52121b5,WINDORAH,abs 2016,lga,LGA30450,Barcoo (S),209,100
geoscape 202202,locality,locfd3940dd3d00,BRYDEN,abs 2016,lga,LGA36580,Somerset (R),89,100
geoscape 202202,locality,locfd395e30d146,GARDEN SUBURB,abs 2016,lga,LGA14650,Lake Macquarie (C),724,100
geoscape 202202,locality,locfd497c8434da,WANDANA HEIGHTS,abs 2016,lga,LGA22750,Greater Geelong (C),1119,100
geoscape 202202,locality,locfd55f881b084,YATTALUNGA,abs 2016,lga,LGA11650,Central Coast (C) (NSW),249,100
geoscape 202202,locality,locfd5b293fde36,GARDEN ISLAND,abs 2016,lga,LGA49399,Unincorporated SA,2,100
geoscape 202202,locality,locfd6054f31680,HENTY,abs 2016,lga,LGA22410,Glenelg (S),57,100
geoscape 202202,locality,locfd63fbef3e73,PAARATTE,abs 2016,lga,LGA21830,Corangamite (S),20,100
geoscape 202202,locality,locfd6876a79dde,GARDEN ISLAND CREEK,abs 2016,lga,LGA63010,Huon Valley (M),188,100
geoscape 202202,locality,locfd6c36037a7c,ATTUNGA,abs 2016,lga,LGA17310,Tamworth Regional (A),286,100
geoscape 202202,locality,locfd739d99d91d,CARRABOLLA,abs 2016,lga,LGA12700,Dungog (A),35,100
geoscape 202202,locality,locfd75ddc6ee87,HULONGINE,abs 2016,lga,LGA53710,Goomalling (S),18,100
geoscape 202202,locality,locfd79aaa844e6,KINGSTON,abs 2016,lga,LGA89399,Unincorporated ACT,5432,100
geoscape 202202,locality,locfd810a6c5498,ATKINSONS DAM,abs 2016,lga,LGA36580,Somerset (R),123,100
geoscape 202202,locality,locfd8472c41cbe,ROWVILLE,abs 2016,lga,LGA23670,Knox (C),13924,100
geoscape 202202,locality,locfd86885349f6,FAIRLIGHT,abs 2016,lga,LGA15990,Northern Beaches (A),3283,100
geoscape 202202,locality,locfd874a1f0e82,FERNANCES,abs 2016,lga,LGA13800,Hawkesbury (C),26,100
geoscape 202202,locality,locfd8957dd71d8,PLEASANT HILLS,abs 2016,lga,LGA14950,Lockhart (A),105,100
geoscape 202202,locality,locfd8ebc28f00e,MINBUN,abs 2016,lga,LGA36820,Tablelands (R),64,100
geoscape 202202,locality,locfd8f41a0a7d5,CURRAGH,abs 2016,lga,LGA10470,Bathurst Regional (A),2,100
geoscape 202202,locality,locfd9060015ded,NOWA NOWA,abs 2016,lga,LGA22110,East Gippsland (S),206,100
geoscape 202202,locality,locfd9e65be46d5,MARNE,abs 2016,lga,LGA52520,Dalwallinu (S),5,100
geoscape 202202,locality,locfd9e95b39731,SMITHFIELD,abs 2016,lga,LGA32080,Cairns (R),3617,100
geoscape 202202,locality,locfd9fc9892f2c,GERMANTOWN,abs 2016,lga,LGA20110,Alpine (S),13,100
geoscape 202202,locality,locfda21ac77f49,BOONOOROO,abs 2016,lga,LGA33220,Fraser Coast (R),395,100
geoscape 202202,locality,locfdadbe09758e,KOKEBY,abs 2016,lga,LGA50560,Beverley (S),67,100
geoscape 202202,locality,locfdb452babb29,WINDSOR,abs 2016,lga,LGA13800,Hawkesbury (C),1754,100
geoscape 202202,locality,locfdb55e6f8522,MERRIJIG,abs 2016,lga,LGA24250,Mansfield (S),529,100
geoscape 202202,locality,locfdb5995e5e6b,DURAMANA,abs 2016,lga,LGA10470,Bathurst Regional (A),134,100
geoscape 202202,locality,locfdbd602dd681,NORTH WAGGA WAGGA,abs 2016,lga,LGA17750,Wagga Wagga (C),441,100
geoscape 202202,locality,locfdc6079b562f,ASCOT VALE,abs 2016,lga,LGA25060,Moonee Valley (C),8229,100
geoscape 202202,locality,locfdcb3b3ca811,EAST PERTH,abs 2016,lga,LGA57080,Perth (C),9165,98.16838046272494
geoscape 202202,locality,locfdcb3b3ca811,EAST PERTH,abs 2016,lga,LGA58570,Vincent (C),171,1.8316195372750643
geoscape 202202,locality,locfdd161c41b6f,VITE VITE,abs 2016,lga,LGA21830,Corangamite (S),28,100
geoscape 202202,locality,locfdd490bb5b4d,WURDONG HEIGHTS,abs 2016,lga,LGA33360,Gladstone (R),218,100
geoscape 202202,locality,locfde9f71b58f8,UPPER STOWPORT,abs 2016,lga,LGA60610,Burnie (C),48,100
geoscape 202202,locality,locfdeb67a0b41a,BANYO,abs 2016,lga,LGA31000,Brisbane (C),3425,100
geoscape 202202,locality,locfdef16d8d1f6,MEPUNGA,abs 2016,lga,LGA25490,Moyne (S),18,100
geoscape 202202,locality,locfdf4667a3955,WEST WOLLONGONG,abs 2016,lga,LGA18450,Wollongong (C),2510,100
geoscape 202202,locality,locfdfc56aa3a1b,ALDERSHOT,abs 2016,lga,LGA33220,Fraser Coast (R),422,100
geoscape 202202,locality,locfe004aacc767,BELMORE RIVER,abs 2016,lga,LGA14350,Kempsey (A),183,100
geoscape 202202,locality,locfe0621ff6fd2,MITCHELLVILLE,abs 2016,lga,LGA41960,Franklin Harbour (DC),42,100
geoscape 202202,locality,locfe0640b75b37,PARAWA,abs 2016,lga,LGA48750,Yankalilla (DC),97,100
geoscape 202202,locality,locfe06fca06f8e,BELGRAVIA,abs 2016,lga,LGA11400,Cabonne (A),66,100
geoscape 202202,locality,locfe0b35096aad,POINTER MOUNTAIN,abs 2016,lga,LGA16950,Shoalhaven (C),10,100
geoscape 202202,locality,locfe0ce79911c8,ROSS,abs 2016,lga,LGA70200,Alice Springs (T),394,100
geoscape 202202,locality,locfe16b3f275fa,SILVERDALE,abs 2016,lga,LGA14900,Liverpool (C),4,0.1943634596695821
geoscape 202202,locality,locfe16b3f275fa,SILVERDALE,abs 2016,lga,LGA18400,Wollondilly (A),2054,99.80563654033043
geoscape 202202,locality,locfe1f3820a762,WERONA,abs 2016,lga,LGA22910,Hepburn (S),17,38.63636363636363
geoscape 202202,locality,locfe1f3820a762,WERONA,abs 2016,lga,LGA25430,Mount Alexander (S),27,61.36363636363637
geoscape 202202,locality,locfe22109fb260,NGAANYATJARRA-GILES,abs 2016,lga,LGA56620,Ngaanyatjarraku (S),2,100
geoscape 202202,locality,locfe40706f724d,BANGHAM,abs 2016,lga,LGA47630,Tatiara (DC),75,100
geoscape 202202,locality,locfe4a1adfd013,TIMMERING,abs 2016,lga,LGA21370,Campaspe (S),65,100
geoscape 202202,locality,locfe4b363e5ebf,PEPPERMINT GROVE,abs 2016,lga,LGA56930,Peppermint Grove (S),837,100
geoscape 202202,locality,locfe57383287a4,LADYS PASS,abs 2016,lga,LGA22620,Greater Bendigo (C),114,100
geoscape 202202,locality,locfe5fdc2c5ffb,PENROSE,abs 2016,lga,LGA18350,Wingecarribee (A),189,100
geoscape 202202,locality,locfe617b266166,DINGO,abs 2016,lga,LGA32270,Central Highlands (R) (Qld),198,100
geoscape 202202,locality,locfe7330bf365e,NORTH SCOTTSDALE,abs 2016,lga,LGA61810,Dorset (M),89,100
geoscape 202202,locality,locfe791a731f10,MILLFIELD,abs 2016,lga,LGA11720,Cessnock (C),755,100
geoscape 202202,locality,locfe7db23ac748,NORTH ADELAIDE,abs 2016,lga,LGA40070,Adelaide (C),5379,100
geoscape 202202,locality,locfe82df7ee18a,BAKERS BEND,abs 2016,lga,LGA35600,Murweh (S),37,100
geoscape 202202,locality,locfe86b9fe02ed,BIRGANBIGIL,abs 2016,lga,LGA12730,Edward River (A),41,100
geoscape 202202,locality,locfe8924830d7e,PORT WILLUNGA,abs 2016,lga,LGA45340,Onkaparinga (C),1205,100
geoscape 202202,locality,locfe8a502ed9e1,MOUNT BARRY,abs 2016,lga,LGA49399,Unincorporated SA,1,100
geoscape 202202,locality,locfe8a70072c86,OUYEN,abs 2016,lga,LGA24780,Mildura (RC),857,100
geoscape 202202,locality,locfe8ddab512cc,MOONIES HILL,abs 2016,lga,LGA51080,Broomehill-Tambellup (S),32,100
geoscape 202202,locality,locfe926b580d1d,KEMMIS,abs 2016,lga,LGA33980,Isaac (R),21,100
geoscape 202202,locality,locfe92a7460940,ROSSVILLE,abs 2016,lga,LGA32500,Cook (S),186,100
geoscape 202202,locality,locfe955a87410d,ST KILDA,abs 2016,lga,LGA25900,Port Phillip (C),19732,100
geoscape 202202,locality,locfe9615aea8f9,CUNGENA,abs 2016,lga,LGA47490,Streaky Bay (DC),66,100
geoscape 202202,locality,locfe9a039c1d24,POWRANNA,abs 2016,lga,LGA64610,Northern Midlands (M),16,100
geoscape 202202,locality,locfe9bb8d97974,AVISFORD,abs 2016,lga,LGA15270,Mid-Western Regional (A),34,100
geoscape 202202,locality,locfe9c7c2605e6,CLARKES HILL,abs 2016,lga,LGA25150,Moorabool (S),35,100
geoscape 202202,locality,locfea20bd1df7e,MOOGA,abs 2016,lga,LGA34860,Maranoa (R),47,100
geoscape 202202,locality,locfea649fa4590,KERRY,abs 2016,lga,LGA36510,Scenic Rim (R),208,100
geoscape 202202,locality,locfea9d2c4d053,NARRAN LAKE,abs 2016,lga,LGA11200,Brewarrina (A),8,100
geoscape 202202,locality,locfeaaed594038,DUNOLLY,abs 2016,lga,LGA21670,Central Goldfields (S),772,93.57575757575758
geoscape 202202,locality,locfeaaed594038,DUNOLLY,abs 2016,lga,LGA23940,Loddon (S),53,6.424242424242424
geoscape 202202,locality,locfeb30fa2d21c,CROYDON NORTH,abs 2016,lga,LGA24410,Maroondah (C),3467,100
geoscape 202202,locality,locfeb78c70ca3d,CANINA,abs 2016,lga,LGA33620,Gympie (R),173,100
geoscape 202202,locality,locfeb7cbb107e6,PERTHVILLE,abs 2016,lga,LGA10470,Bathurst Regional (A),300,100
geoscape 202202,locality,locfeb82e2b8317,CONGUPNA,abs 2016,lga,LGA22830,Greater Shepparton (C),268,100
geoscape 202202,locality,locfeb8e701824a,CONGARINNI NORTH,abs 2016,lga,LGA15700,Nambucca (A),193,100
geoscape 202202,locality,locfeb91a7eb335,WATALGAN,abs 2016,lga,LGA31820,Bundaberg (R),45,100
geoscape 202202,locality,locfeb9977c3f0e,GRANGE,abs 2016,lga,LGA31000,Brisbane (C),2308,100
geoscape 202202,locality,locfebb8c659e81,ATHOLWOOD,abs 2016,lga,LGA14200,Inverell (A),55,100
geoscape 202202,locality,locfebd007b65c9,NELSON,abs 2016,lga,LGA17420,The Hills Shire (A),223,100
geoscape 202202,locality,locfecd380de7ae,BLACK HILL,abs 2016,lga,LGA44210,Mid Murray (DC),112,100
geoscape 202202,locality,locfed11b393cba,MECKERING,abs 2016,lga,LGA52450,Cunderdin (S),498,100
geoscape 202202,locality,locfedc4df71c04,CROSS ROADS,abs 2016,lga,LGA41560,Copper Coast (DC),141,100
geoscape 202202,locality,locfee0ec6d2c47,ENVIRONA,abs 2016,lga,LGA16490,Queanbeyan-Palerang Regional (A),9,100
geoscape 202202,locality,locfee416c22578,KING RIVER,abs 2016,lga,LGA50080,Albany (C),122,100
geoscape 202202,locality,locfee9f9f98bcb,COONARR,abs 2016,lga,LGA31820,Bundaberg (R),222,100
geoscape 202202,locality,locfeeac820639c,LEAGHUR,abs 2016,lga,LGA23940,Loddon (S),29,100
geoscape 202202,locality,locfeefa711a99f,BLAND,abs 2016,lga,LGA10800,Bland (A),51,100
geoscape 202202,locality,locfefc3b13688f,BONNELLS BAY,abs 2016,lga,LGA14650,Lake Macquarie (C),2049,100
geoscape 202202,locality,locfeff82f86eb4,DAJARRA,abs 2016,lga,LGA32450,Cloncurry (S),126,100
geoscape 202202,locality,locff01b24a97a6,BENHOLME,abs 2016,lga,LGA34770,Mackay (R),79,100
geoscape 202202,locality,locff0c231b0f12,ALBANVALE,abs 2016,lga,LGA21180,Brimbank (C),2097,100
geoscape 202202,locality,locff0c4d75067f,ASHBURTON,abs 2016,lga,LGA21110,Boroondara (C),3832,100
geoscape 202202,locality,locff128ef5db95,SWAN BAY,abs 2016,lga,LGA16400,Port Stephens (A),334,100
geoscape 202202,locality,locff1ea7bff050,TIATUKIA,abs 2016,lga,LGA43710,Lower Eyre Peninsula (DC),179,100
geoscape 202202,locality,locff2a64499c29,COBBITTY,abs 2016,lga,LGA11450,Camden (A),2062,100
geoscape 202202,locality,locff3026aa2f21,CABARLAH,abs 2016,lga,LGA36910,Toowoomba (R),562,100
geoscape 202202,locality,locff3488ad6e7a,BETE BOLONG,abs 2016,lga,LGA22110,East Gippsland (S),90,100
geoscape 202202,locality,locff363206ea3b,WANGARA,abs 2016,lga,LGA58760,Wanneroo (C),3187,100
geoscape 202202,locality,locff420522e4b9,OBERNE CREEK,abs 2016,lga,LGA17750,Wagga Wagga (C),92,100
geoscape 202202,locality,locff53f13d486c,BIG RIDGE,abs 2016,lga,LGA17000,Singleton (A),13,100
geoscape 202202,locality,locff58d0167065,BENALLA,abs 2016,lga,LGA21010,Benalla (RC),6880,100
geoscape 202202,locality,locff6258c8ea42,MONTMORENCY,abs 2016,lga,LGA20660,Banyule (C),4636,100
geoscape 202202,locality,locff62fb6a898a,CARRUM DOWNS,abs 2016,lga,LGA22170,Frankston (C),12399,100
geoscape 202202,locality,locff698c2dc855,LITHGOW,abs 2016,lga,LGA14870,Lithgow (C),3538,100
geoscape 202202,locality,locff6d644f7b78,SOUTH RIPLEY,abs 2016,lga,LGA33960,Ipswich (C),1822,100
geoscape 202202,locality,locff709ecae73a,ARTARMON,abs 2016,lga,LGA18250,Willoughby (C),5832,100
geoscape 202202,locality,locff73960111c7,GOOLOOGONG,abs 2016,lga,LGA11400,Cabonne (A),29,9.14826498422713
geoscape 202202,locality,locff73960111c7,GOOLOOGONG,abs 2016,lga,LGA12350,Cowra (A),288,90.85173501577287
geoscape 202202,locality,locff7d2b4542be,COSSACK,abs 2016,lga,LGA72200,Katherine (T),505,100
geoscape 202202,locality,locff829fce94fb,MERUNGLE HILL,abs 2016,lga,LGA14750,Leeton (A),179,100
geoscape 202202,locality,locff8fe35f033a,WINCHESTER,abs 2016,lga,LGA33980,Isaac (R),11,100
geoscape 202202,locality,locff9053565c62,TERINGIE,abs 2016,lga,LGA40120,Adelaide Hills (DC),416,100
geoscape 202202,locality,locff9f08522c1c,ALLAMBIE HEIGHTS,abs 2016,lga,LGA15990,Northern Beaches (A),2833,100
geoscape 202202,locality,locffa1c8993b70,MAMBOURIN,abs 2016,lga,LGA27260,Wyndham (C),1511,100
geoscape 202202,locality,locffa84cca5134,ELPHINSTONE,abs 2016,lga,LGA36910,Toowoomba (R),79,100
geoscape 202202,locality,locffa8d48503ab,YUULONG,abs 2016,lga,LGA21750,Colac-Otway (S),84,97.67441860465115
geoscape 202202,locality,locffa8d48503ab,YUULONG,abs 2016,lga,LGA21830,Corangamite (S),2,2.3255813953488373
geoscape 202202,locality,locffaaaea80667,SANCTUARY POINT,abs 2016,lga,LGA16950,Shoalhaven (C),4976,100
geoscape 202202,locality,locffab3f078a20,SOMME,abs 2016,lga,LGA36660,Southern Downs (R),47,100
geoscape 202202,locality,locffacfe0fbc5c,WYELANGTA,abs 2016,lga,LGA21750,Colac-Otway (S),62,100
geoscape 202202,locality,locffafab142eb8,PINE HILL,abs 2016,lga,LGA47630,Tatiara (DC),82,100
geoscape 202202,locality,locffb1cb0c139b,HASSALL GROVE,abs 2016,lga,LGA10750,Blacktown (C),1397,100
geoscape 202202,locality,locffb43e78ab10,MURTOA,abs 2016,lga,LGA27630,Yarriambiack (S),601,100
geoscape 202202,locality,locffba4992fc2a,TATONG,abs 2016,lga,LGA21010,Benalla (RC),162,100
geoscape 202202,locality,locffc19e1eaa45,HACKETT,abs 2016,lga,LGA89399,Unincorporated ACT,1444,100
geoscape 202202,locality,locffc63158e18c,ELSEY,abs 2016,lga,LGA73600,Roper Gulf (R),17,100
geoscape 202202,locality,locffcca8c4be71,CLEAR RANGE,abs 2016,lga,LGA17040,Snowy Monaro Regional (A),40,100
geoscape 202202,locality,locffd0eebac0eb,CHELSEA,abs 2016,lga,LGA23430,Kingston (C) (Vic.),5235,100
geoscape 202202,locality,locffdf5340caeb,CARRAJUNG SOUTH,abs 2016,lga,LGA26810,Wellington (S),13,100
geoscape 202202,locality,locffe104d27ee3,CECIL PLAINS,abs 2016,lga,LGA36910,Toowoomba (R),346,100
geoscape 202202,locality,locffe260530738,WUNGONG,abs 2016,lga,LGA50210,Armadale (C),140,100
geoscape 202202,locality,locffeb90ea3af0,FORTESCUE,abs 2016,lga,LGA50250,Ashburton (S),4,100
geoscape 202202,locality,locffeef5b5c2c3,SHANNONVALE,abs 2016,lga,LGA32810,Douglas (S),108,100
geoscape 202202,locality,locfff116ec9abd,MAJOR PLAINS,abs 2016,lga,LGA21010,Benalla (RC),5,19.230769230769234
geoscape 202202,locality,locfff116ec9abd,MAJOR PLAINS,abs 2016,lga,LGA22830,Greater Shepparton (C),21,80.76923076923077
geoscape 202202,locality,locfff25b3ecc14,CARRIETON,abs 2016,lga,LGA45400,Orroroo/Carrieton (DC),182,100
geoscape 202202,locality,locfff930ff9c0c,STANLEY,abs 2016,lga,LGA41140,Clare and Gilbert Valleys (DC),48,100
geoscape 202202,locality,locfff9b781891d,STRATHMORE,abs 2016,lga,LGA33100,Etheridge (S),1,100
geoscape 202202,locality,250190776,THISTLE ISLAND,geoscape 202202,lga,lgasa9999991,Unincorporated - Thistle Island,51,100
geoscape 202202,locality,loc00055278d626,NEWSTEAD,geoscape 202202,lga,lga0eac1885ea16,Mount Alexander,583,100
geoscape 202202,locality,loc00067aeff8fc,WEST BEACH,geoscape 202202,lga,lgad2283997d8bb,Esperance,973,100
geoscape 202202,locality,loc000b0ce181b2,DUKIN,geoscape 202202,lga,lgaa32a5ebfe1fe,Koorda,24,100
geoscape 202202,locality,loc001418bbc0d5,MOUNT ELPHINSTONE,geoscape 202202,lga,lga379ed169b677,Albany,85,100
geoscape 202202,locality,loc0015d417b77d,LOCHINGTON,geoscape 202202,lga,lgae51387f515c9,Central Highlands,79,100
geoscape 202202,locality,loc0017f1710709,BUTLER,geoscape 202202,lga,lga2996272c7e21,Tumby Bay,119,100
geoscape 202202,locality,loc001969119bde,MANORINA,geoscape 202202,lga,lga72904b64c519,East Gippsland,6,100
geoscape 202202,locality,loc001ecf69cf9a,WESTMINSTER,geoscape 202202,lga,lga86925da5ab9b,Stirling,3730,100
geoscape 202202,locality,loc002ffd10586c,MATHINNA,geoscape 202202,lga,lga5f9b3011df30,Break O'Day,137,100
geoscape 202202,locality,loc00304bb5096e,ERIGOLIA,geoscape 202202,lga,lga2da097abc8d4,Carrathool,24,100
geoscape 202202,locality,loc0032e73d0c78,GUYRA,geoscape 202202,lga,lga18e5bcb45b78,Armidale Regional,1430,100
geoscape 202202,locality,loc0035746c37e9,CORAGULAC,geoscape 202202,lga,lgaa40be6b352b7,Colac Otway,114,100
geoscape 202202,locality,loc00358aa111dc,MIDDLE DURAL,geoscape 202202,lga,lga8f7ed7c51d73,Hornsby,80,21.85792349726776
geoscape 202202,locality,loc00358aa111dc,MIDDLE DURAL,geoscape 202202,lga,lgae04a9b8beff3,The Hills,286,78.14207650273224
geoscape 202202,locality,loc0042a1d97193,WELLINGTON VALE,geoscape 202202,lga,lga3b472eeffd4e,Glen Innes Severn,26,100
geoscape 202202,locality,loc0048f02fb102,CALLAGHANS CREEK,geoscape 202202,lga,lga2e987509b39d,Mid-Coast,14,100
geoscape 202202,locality,loc004bbac6e5e5,WIALKI,geoscape 202202,lga,lgaadaba7b8188b,Mount Marshall,71,91.02564102564102
geoscape 202202,locality,loc004bbac6e5e5,WIALKI,geoscape 202202,lga,lga18c31571e0c9,Mukinbudin,7,8.974358974358974
geoscape 202202,locality,loc004e26acc9fa,TOTTENHAM,geoscape 202202,lga,lga7fcb85bf145f,Lachlan,574,100
geoscape 202202,locality,loc0051ff524c27,NARRAPORT,geoscape 202202,lga,lga0ddc15fef4c5,Buloke,32,100
geoscape 202202,locality,loc00522824bef9,COILA,geoscape 202202,lga,lga3d4e330d3d14,Eurobodalla,34,100
geoscape 202202,locality,loc005ad261d476,VICTORY HEIGHTS,geoscape 202202,lga,lga4f3ca10078b8,Kalgoorlie-Boulder,480,100
geoscape 202202,locality,loc0067a4549ed1,KORUMBURRA,geoscape 202202,lga,lga5c66b4f8531c,South Gippsland,2975,100
geoscape 202202,locality,loc006d05c87d16,LYNEHAM,geoscape 202202,lga,lgaact9999991,Unincorporated - ACT,3221,100
geoscape 202202,locality,loc007070aaeb0f,IDERAWAY,geoscape 202202,lga,lga8cbd86ae9377,North Burnett,89,100
geoscape 202202,locality,loc0072f7062952,DARWIN CITY,geoscape 202202,lga,lga744170e79f38,Darwin,7078,93.82290562036056
geoscape 202202,locality,loc0072f7062952,DARWIN CITY,geoscape 202202,lga,lgaac514315262d,Darwin Waterfront Precinct,466,6.177094379639449
geoscape 202202,locality,loc0082fa96a6be,DUNMORE,geoscape 202202,lga,lga59db913dcc12,Toowoomba,25,100
geoscape 202202,locality,loc008656dc7afc,TIMBARRA,geoscape 202202,lga,lga7872e04f6637,Tenterfield,24,100
geoscape 202202,locality,loc009bcef3e14d,GILLIESTON,geoscape 202202,lga,lga1a793093877f,Greater Shepparton,28,100
geoscape 202202,locality,loc009c0cdbdbc1,FRESHWATER,geoscape 202202,lga,lga2d4caabc619c,Cairns,1242,100
geoscape 202202,locality,loc009d0d76ec9c,FUMINA SOUTH,geoscape 202202,lga,lga77d96c3addfd,Baw Baw,37,100
geoscape 202202,locality,loc009f6b1f4b1e,KINCUMBER,geoscape 202202,lga,lga1bf4b9703dd4,Central Coast,4698,100
geoscape 202202,locality,loc00a28a455691,OAKHAMPTON,geoscape 202202,lga,lga376d180b8860,Maitland,151,100
geoscape 202202,locality,loc00a571effff1,NATHALIA,geoscape 202202,lga,lga4e7c0f04e5f4,Moira,1210,100
geoscape 202202,locality,loc00a9769647d7,KEW,geoscape 202202,lga,lga0930e8ebad68,Boroondara,13391,100
geoscape 202202,locality,loc00ac0096ae70,LOWER MOIRA,geoscape 202202,lga,lga4e7c0f04e5f4,Moira,53,100
geoscape 202202,locality,loc00b25cb27734,YARRAWONGA,geoscape 202202,lga,lgaaf6116dc31d4,Palmerston,512,100
geoscape 202202,locality,loc00b279251235,COOKAMIDGERA,geoscape 202202,lga,lga34a3bdace333,Parkes,50,61.72839506172839
geoscape 202202,locality,loc00b279251235,COOKAMIDGERA,geoscape 202202,lga,lgafc572f6f5703,Forbes,31,38.2716049382716
geoscape 202202,locality,loc00b42c075bd3,MORANS CROSSING,geoscape 202202,lga,lgad764fa589d34,Bega Valley,31,100
geoscape 202202,locality,loc00bdf5b42726,ARTHURVILLE,geoscape 202202,lga,lgac20f675def30,Dubbo Regional,38,100
geoscape 202202,locality,loc00be05cedd64,SALEM,geoscape 202202,lga,lga99dcfd338775,Alexandrina,21,100
geoscape 202202,locality,loc00be660f1042,PANUARA,geoscape 202202,lga,lgab3e830b62e1e,Blayney,44,100
geoscape 202202,locality,loc00be7be37493,OOMBABEER,geoscape 202202,lga,lgae51387f515c9,Central Highlands,36,100
geoscape 202202,locality,loc00c7eab94e27,ROSSMORE,geoscape 202202,lga,lga2a2057496fb7,Camden,231,25.89686098654709
geoscape 202202,locality,loc00c7eab94e27,ROSSMORE,geoscape 202202,lga,lga11ee462056ba,Liverpool,661,74.10313901345292
geoscape 202202,locality,loc00c9ed7af997,ROSS RIVER,geoscape 202202,lga,lga12bb9336429b,Townsville,95,100
geoscape 202202,locality,loc00caf924ad8b,D'AGUILAR,geoscape 202202,lga,lga4596f3dd38b9,Moreton Bay,695,100
geoscape 202202,locality,loc00cdd0496038,REEDY CREEK,geoscape 202202,lga,lgaaeff9c47295f,Gold Coast,2792,100
geoscape 202202,locality,loc00d0dcee29d9,PASKEVILLE,geoscape 202202,lga,lga35875dc8cb05,Copper Coast,211,81.46718146718148
geoscape 202202,locality,loc00d0dcee29d9,PASKEVILLE,geoscape 202202,lga,lga74dbd640905c,Barunga West,47,18.146718146718147
geoscape 202202,locality,loc00d0dcee29d9,PASKEVILLE,geoscape 202202,lga,lga11baf8370c20,Yorke Peninsula,1,0.3861003861003861
geoscape 202202,locality,loc00d1503504f1,GLEN WAVERLEY,geoscape 202202,lga,lga15c9c80d4be7,Monash,20427,100
