from_source,from_bdy,from_id,from_name,to_source,to_bdy,to_id,to_name,address_count,address_percent
abs 2016,poa,POA0800,0800,abs 2016,lga,LGA71000,Darwin (C),7077,93.80965005302227
abs 2016,poa,POA0800,0800,abs 2016,lga,LGA79399,Unincorporated NT,467,6.190349946977731
abs 2016,poa,POA0810,0810,abs 2016,lga,LGA71000,Darwin (C),16184,100
abs 2016,poa,POA0812,0812,abs 2016,lga,LGA71000,Darwin (C),7668,100
abs 2016,poa,POA0815,0815,abs 2016,lga,LGA71000,Darwin (C),4,100
abs 2016,poa,POA0820,0820,abs 2016,lga,LGA71000,Darwin (C),14318,100
abs 2016,poa,POA0822,0822,abs 2016,lga,LGA71000,Darwin (C),6,0.09884678747940692
abs 2016,poa,POA0822,0822,abs 2016,lga,LGA74660,West Arnhem (R),366,6.029654036243822
abs 2016,poa,POA0822,0822,abs 2016,lga,LGA72300,Litchfield (M),2404,39.60461285008237
abs 2016,poa,POA0822,0822,abs 2016,lga,LGA72200,Katherine (T),2,0.032948929159802305
abs 2016,poa,POA0822,0822,abs 2016,lga,LGA79399,Unincorporated NT,1107,18.237232289950576
abs 2016,poa,POA0822,0822,abs 2016,lga,LGA74550,Victoria Daly (R),72,1.186161449752883
abs 2016,poa,POA0822,0822,abs 2016,lga,LGA74560,Wagait (S),407,6.70510708401977
abs 2016,poa,POA0822,0822,abs 2016,lga,LGA74680,West Daly (R),323,5.3212520593080725
abs 2016,poa,POA0822,0822,abs 2016,lga,LGA71300,East Arnhem (R),461,7.594728171334432
abs 2016,poa,POA0822,0822,abs 2016,lga,LGA74050,Tiwi Islands (R),345,5.683690280065898
abs 2016,poa,POA0822,0822,abs 2016,lga,LGA70700,Coomalie (S),575,9.472817133443163
abs 2016,poa,POA0822,0822,abs 2016,lga,LGA73600,Roper Gulf (R),1,0.016474464579901153
abs 2016,poa,POA0822,0822,abs 2016,lga,LGA70540,Belyuen (S),1,0.016474464579901153
abs 2016,poa,POA0828,0828,abs 2016,lga,LGA71000,Darwin (C),997,67.77702243371856
abs 2016,poa,POA0828,0828,abs 2016,lga,LGA72300,Litchfield (M),207,14.072059823249491
abs 2016,poa,POA0828,0828,abs 2016,lga,LGA79399,Unincorporated NT,267,18.150917743031954
abs 2016,poa,POA0829,0829,abs 2016,lga,LGA72300,Litchfield (M),173,44.935064935064936
abs 2016,poa,POA0829,0829,abs 2016,lga,LGA72800,Palmerston (C),212,55.064935064935064
abs 2016,poa,POA0830,0830,abs 2016,lga,LGA72300,Litchfield (M),8,0.08873114463176575
abs 2016,poa,POA0830,0830,abs 2016,lga,LGA72800,Palmerston (C),9008,99.91126885536823
abs 2016,poa,POA0832,0832,abs 2016,lga,LGA72800,Palmerston (C),8351,100
abs 2016,poa,POA0834,0834,abs 2016,lga,LGA72300,Litchfield (M),729,100
abs 2016,poa,POA0835,0835,abs 2016,lga,LGA72300,Litchfield (M),1294,100
abs 2016,poa,POA0836,0836,abs 2016,lga,LGA72300,Litchfield (M),3268,100
abs 2016,poa,POA0837,0837,abs 2016,lga,LGA72300,Litchfield (M),200,100
abs 2016,poa,POA0838,0838,abs 2016,lga,LGA72300,Litchfield (M),440,100
abs 2016,poa,POA0839,0839,abs 2016,lga,LGA72300,Litchfield (M),324,100
abs 2016,poa,POA0840,0840,abs 2016,lga,LGA79399,Unincorporated NT,972,100
abs 2016,poa,POA0841,0841,abs 2016,lga,LGA72300,Litchfield (M),410,100
abs 2016,poa,POA0845,0845,abs 2016,lga,LGA70700,Coomalie (S),369,100
abs 2016,poa,POA0846,0846,abs 2016,lga,LGA70700,Coomalie (S),231,100
abs 2016,poa,POA0847,0847,abs 2016,lga,LGA74550,Victoria Daly (R),264,100
abs 2016,poa,POA0850,0850,abs 2016,lga,LGA73600,Roper Gulf (R),1,0.0249003984063745
abs 2016,poa,POA0850,0850,abs 2016,lga,LGA72200,Katherine (T),4015,99.97509960159363
abs 2016,poa,POA0852,0852,abs 2016,lga,LGA70620,Central Desert (R),2,0.14174344436569808
abs 2016,poa,POA0852,0852,abs 2016,lga,LGA70420,Barkly (R),71,5.031892274982282
abs 2016,poa,POA0852,0852,abs 2016,lga,LGA74550,Victoria Daly (R),357,25.301204819277107
abs 2016,poa,POA0852,0852,abs 2016,lga,LGA72200,Katherine (T),338,23.954642097802978
abs 2016,poa,POA0852,0852,abs 2016,lga,LGA73600,Roper Gulf (R),643,45.57051736357193
abs 2016,poa,POA0853,0853,abs 2016,lga,LGA72200,Katherine (T),263,100
abs 2016,poa,POA0854,0854,abs 2016,lga,LGA73600,Roper Gulf (R),379,100
abs 2016,poa,POA0860,0860,abs 2016,lga,LGA70420,Barkly (R),1748,100
abs 2016,poa,POA0862,0862,abs 2016,lga,LGA70420,Barkly (R),282,99.29577464788733
abs 2016,poa,POA0862,0862,abs 2016,lga,LGA73600,Roper Gulf (R),2,0.7042253521126761
abs 2016,poa,POA0870,0870,abs 2016,lga,LGA70200,Alice Springs (T),10774,100
abs 2016,poa,POA0872,0872,abs 2016,lga,LGA40250,Anangu Pitjantjatjara (AC),875,21.206980126030054
abs 2016,poa,POA0872,0872,abs 2016,lga,LGA56620,Ngaanyatjarraku (S),5,0.12118274357731458
abs 2016,poa,POA0872,0872,abs 2016,lga,LGA79399,Unincorporated NT,950,23.02472127968977
abs 2016,poa,POA0872,0872,abs 2016,lga,LGA72330,MacDonnell (R),1135,27.50848279205041
abs 2016,poa,POA0872,0872,abs 2016,lga,LGA70420,Barkly (R),465,11.269995152690257
abs 2016,poa,POA0872,0872,abs 2016,lga,LGA70620,Central Desert (R),696,16.868637905962192
abs 2016,poa,POA0873,0873,abs 2016,lga,LGA70200,Alice Springs (T),1034,93.82940108892922
abs 2016,poa,POA0873,0873,abs 2016,lga,LGA72330,MacDonnell (R),68,6.170598911070781
abs 2016,poa,POA0874,0874,abs 2016,lga,LGA70200,Alice Springs (T),477,100
abs 2016,poa,POA0875,0875,abs 2016,lga,LGA70200,Alice Springs (T),1172,100
abs 2016,poa,POA0880,0880,abs 2016,lga,LGA79399,Unincorporated NT,1864,83.62494392104082
abs 2016,poa,POA0880,0880,abs 2016,lga,LGA71300,East Arnhem (R),365,16.375056078959176
abs 2016,poa,POA0885,0885,abs 2016,lga,LGA79399,Unincorporated NT,480,100
abs 2016,poa,POA0886,0886,abs 2016,lga,LGA74660,West Arnhem (R),764,100
abs 2016,poa,POA2000,2000,abs 2016,lga,LGA17200,Sydney (C),55176,100
abs 2016,poa,POA2006,2006,abs 2016,lga,LGA17200,Sydney (C),44,100
abs 2016,poa,POA2007,2007,abs 2016,lga,LGA17200,Sydney (C),8444,100
abs 2016,poa,POA2008,2008,abs 2016,lga,LGA17200,Sydney (C),8001,100
abs 2016,poa,POA2009,2009,abs 2016,lga,LGA17200,Sydney (C),10185,100
abs 2016,poa,POA2010,2010,abs 2016,lga,LGA17200,Sydney (C),26674,100
abs 2016,poa,POA2011,2011,abs 2016,lga,LGA17200,Sydney (C),19536,100
abs 2016,poa,POA2015,2015,abs 2016,lga,LGA17200,Sydney (C),10505,100
abs 2016,poa,POA2016,2016,abs 2016,lga,LGA17200,Sydney (C),9586,100
abs 2016,poa,POA2017,2017,abs 2016,lga,LGA17200,Sydney (C),22447,100
abs 2016,poa,POA2018,2018,abs 2016,lga,LGA11100,Botany Bay (C),4761,40.512253233492174
abs 2016,poa,POA2018,2018,abs 2016,lga,LGA17200,Sydney (C),6991,59.48774676650783
abs 2016,poa,POA2019,2019,abs 2016,lga,LGA11100,Botany Bay (C),8298,100
abs 2016,poa,POA2020,2020,abs 2016,lga,LGA16650,Rockdale (C),11,0.08297503205853511
abs 2016,poa,POA2020,2020,abs 2016,lga,LGA11100,Botany Bay (C),13246,99.91702496794147
abs 2016,poa,POA2021,2021,abs 2016,lga,LGA16550,Randwick (C),8,0.07735447689035002
abs 2016,poa,POA2021,2021,abs 2016,lga,LGA17200,Sydney (C),3684,35.62173660800619
abs 2016,poa,POA2021,2021,abs 2016,lga,LGA18500,Woollahra (A),6650,64.30090891510346
abs 2016,poa,POA2022,2022,abs 2016,lga,LGA18050,Waverley (A),11946,100
abs 2016,poa,POA2023,2023,abs 2016,lga,LGA18500,Woollahra (A),5919,100
abs 2016,poa,POA2024,2024,abs 2016,lga,LGA18050,Waverley (A),6298,100
abs 2016,poa,POA2025,2025,abs 2016,lga,LGA18500,Woollahra (A),5169,100
abs 2016,poa,POA2026,2026,abs 2016,lga,LGA18050,Waverley (A),22430,100
abs 2016,poa,POA2027,2027,abs 2016,lga,LGA18500,Woollahra (A),6654,100
abs 2016,poa,POA2028,2028,abs 2016,lga,LGA18500,Woollahra (A),4377,100
abs 2016,poa,POA2029,2029,abs 2016,lga,LGA18050,Waverley (A),2334,37.44585271939676
abs 2016,poa,POA2029,2029,abs 2016,lga,LGA18500,Woollahra (A),3899,62.554147280603246
abs 2016,poa,POA2030,2030,abs 2016,lga,LGA18500,Woollahra (A),3520,49.2790144197116
abs 2016,poa,POA2030,2030,abs 2016,lga,LGA18050,Waverley (A),3623,50.72098558028839
abs 2016,poa,POA2031,2031,abs 2016,lga,LGA16550,Randwick (C),20881,100
abs 2016,poa,POA2032,2032,abs 2016,lga,LGA11100,Botany Bay (C),707,8.741345202769535
abs 2016,poa,POA2032,2032,abs 2016,lga,LGA16550,Randwick (C),7381,91.25865479723046
abs 2016,poa,POA2033,2033,abs 2016,lga,LGA16550,Randwick (C),6225,100
abs 2016,poa,POA2034,2034,abs 2016,lga,LGA16550,Randwick (C),12576,100
abs 2016,poa,POA2035,2035,abs 2016,lga,LGA11100,Botany Bay (C),1528,8.49455192350456
abs 2016,poa,POA2035,2035,abs 2016,lga,LGA16550,Randwick (C),16460,91.50544807649544
abs 2016,poa,POA2036,2036,abs 2016,lga,LGA11100,Botany Bay (C),5574,33.19635519028051
abs 2016,poa,POA2036,2036,abs 2016,lga,LGA16550,Randwick (C),11217,66.8036448097195
abs 2016,poa,POA2037,2037,abs 2016,lga,LGA17200,Sydney (C),12092,100
abs 2016,poa,POA2038,2038,abs 2016,lga,LGA14170,Inner West (A),5580,99.11190053285968
abs 2016,poa,POA2038,2038,abs 2016,lga,LGA17200,Sydney (C),50,0.8880994671403196
abs 2016,poa,POA2039,2039,abs 2016,lga,LGA14170,Inner West (A),5464,100
abs 2016,poa,POA2040,2040,abs 2016,lga,LGA14170,Inner West (A),13069,100
abs 2016,poa,POA2041,2041,abs 2016,lga,LGA14170,Inner West (A),9778,100
abs 2016,poa,POA2042,2042,abs 2016,lga,LGA14170,Inner West (A),7315,57.63927192498621
abs 2016,poa,POA2042,2042,abs 2016,lga,LGA17200,Sydney (C),5376,42.36072807501379
abs 2016,poa,POA2043,2043,abs 2016,lga,LGA17200,Sydney (C),6605,100
abs 2016,poa,POA2044,2044,abs 2016,lga,LGA14170,Inner West (A),5148,98.35689721054642
abs 2016,poa,POA2044,2044,abs 2016,lga,LGA17200,Sydney (C),86,1.6431027894535728
abs 2016,poa,POA2045,2045,abs 2016,lga,LGA14170,Inner West (A),2936,100
abs 2016,poa,POA2046,2046,abs 2016,lga,LGA11520,Canada Bay (A),14245,100
abs 2016,poa,POA2047,2047,abs 2016,lga,LGA11520,Canada Bay (A),7813,100
abs 2016,poa,POA2048,2048,abs 2016,lga,LGA14170,Inner West (A),4401,100
abs 2016,poa,POA2049,2049,abs 2016,lga,LGA14170,Inner West (A),7962,100
abs 2016,poa,POA2050,2050,abs 2016,lga,LGA17200,Sydney (C),4816,69.27502876869966
abs 2016,poa,POA2050,2050,abs 2016,lga,LGA14170,Inner West (A),2136,30.724971231300348
abs 2016,poa,POA2052,2052,abs 2016,lga,LGA16550,Randwick (C),617,100
abs 2016,poa,POA2060,2060,abs 2016,lga,LGA15950,North Sydney (A),15399,100
abs 2016,poa,POA2061,2061,abs 2016,lga,LGA15950,North Sydney (A),5483,100
abs 2016,poa,POA2062,2062,abs 2016,lga,LGA15950,North Sydney (A),4319,100
abs 2016,poa,POA2063,2063,abs 2016,lga,LGA18250,Willoughby (C),2867,100
abs 2016,poa,POA2064,2064,abs 2016,lga,LGA18250,Willoughby (C),5835,100
abs 2016,poa,POA2065,2065,abs 2016,lga,LGA15950,North Sydney (A),12554,53.35089881433003
abs 2016,poa,POA2065,2065,abs 2016,lga,LGA14700,Lane Cove (A),5748,24.42735115379712
abs 2016,poa,POA2065,2065,abs 2016,lga,LGA18250,Willoughby (C),5229,22.221750031872848
abs 2016,poa,POA2066,2066,abs 2016,lga,LGA18250,Willoughby (C),1025,5.36256147326567
abs 2016,poa,POA2066,2066,abs 2016,lga,LGA14700,Lane Cove (A),18089,94.63743852673433
abs 2016,poa,POA2067,2067,abs 2016,lga,LGA16700,Ryde (C),186,1.0508474576271187
abs 2016,poa,POA2067,2067,abs 2016,lga,LGA18250,Willoughby (C),17514,98.94915254237289
abs 2016,poa,POA2068,2068,abs 2016,lga,LGA18250,Willoughby (C),7656,100
abs 2016,poa,POA2069,2069,abs 2016,lga,LGA14500,Ku-ring-gai (A),4287,64.85627836611195
abs 2016,poa,POA2069,2069,abs 2016,lga,LGA18250,Willoughby (C),2323,35.14372163388805
abs 2016,poa,POA2070,2070,abs 2016,lga,LGA14500,Ku-ring-gai (A),6687,100
abs 2016,poa,POA2071,2071,abs 2016,lga,LGA14500,Ku-ring-gai (A),5860,100
abs 2016,poa,POA2072,2072,abs 2016,lga,LGA14500,Ku-ring-gai (A),4876,100
abs 2016,poa,POA2073,2073,abs 2016,lga,LGA14500,Ku-ring-gai (A),7375,100
abs 2016,poa,POA2074,2074,abs 2016,lga,LGA14500,Ku-ring-gai (A),10110,100
abs 2016,poa,POA2075,2075,abs 2016,lga,LGA14500,Ku-ring-gai (A),8901,100
abs 2016,poa,POA2076,2076,abs 2016,lga,LGA14500,Ku-ring-gai (A),6415,58.69704456034404
abs 2016,poa,POA2076,2076,abs 2016,lga,LGA14000,Hornsby (A),4514,41.30295543965596
abs 2016,poa,POA2077,2077,abs 2016,lga,LGA14000,Hornsby (A),22937,100
abs 2016,poa,POA2079,2079,abs 2016,lga,LGA14000,Hornsby (A),3127,100
abs 2016,poa,POA2080,2080,abs 2016,lga,LGA14000,Hornsby (A),1034,100
abs 2016,poa,POA2081,2081,abs 2016,lga,LGA14000,Hornsby (A),2186,100
abs 2016,poa,POA2082,2082,abs 2016,lga,LGA14000,Hornsby (A),2299,100
abs 2016,poa,POA2083,2083,abs 2016,lga,LGA11650,Central Coast (C) (NSW),615,45.15418502202643
abs 2016,poa,POA2083,2083,abs 2016,lga,LGA14000,Hornsby (A),747,54.845814977973575
abs 2016,poa,POA2084,2084,abs 2016,lga,LGA15990,Northern Beaches (A),1680,100
abs 2016,poa,POA2085,2085,abs 2016,lga,LGA15990,Northern Beaches (A),5489,100
abs 2016,poa,POA2086,2086,abs 2016,lga,LGA15990,Northern Beaches (A),5474,100
abs 2016,poa,POA2087,2087,abs 2016,lga,LGA15990,Northern Beaches (A),5057,100
abs 2016,poa,POA2088,2088,abs 2016,lga,LGA15350,Mosman (A),17574,100
abs 2016,poa,POA2089,2089,abs 2016,lga,LGA15950,North Sydney (A),8931,100
abs 2016,poa,POA2090,2090,abs 2016,lga,LGA15950,North Sydney (A),8798,100
abs 2016,poa,POA2092,2092,abs 2016,lga,LGA15990,Northern Beaches (A),2938,100
abs 2016,poa,POA2093,2093,abs 2016,lga,LGA15990,Northern Beaches (A),11167,100
abs 2016,poa,POA2094,2094,abs 2016,lga,LGA15990,Northern Beaches (A),3250,100
abs 2016,poa,POA2095,2095,abs 2016,lga,LGA15990,Northern Beaches (A),12149,100
abs 2016,poa,POA2096,2096,abs 2016,lga,LGA15990,Northern Beaches (A),7809,100
abs 2016,poa,POA2097,2097,abs 2016,lga,LGA15990,Northern Beaches (A),6748,100
abs 2016,poa,POA2099,2099,abs 2016,lga,LGA15990,Northern Beaches (A),21785,100
abs 2016,poa,POA2100,2100,abs 2016,lga,LGA15990,Northern Beaches (A),12499,100
abs 2016,poa,POA2101,2101,abs 2016,lga,LGA15990,Northern Beaches (A),9889,100
abs 2016,poa,POA2102,2102,abs 2016,lga,LGA15990,Northern Beaches (A),4579,100
abs 2016,poa,POA2103,2103,abs 2016,lga,LGA15990,Northern Beaches (A),6200,100
abs 2016,poa,POA2104,2104,abs 2016,lga,LGA15990,Northern Beaches (A),1906,100
abs 2016,poa,POA2105,2105,abs 2016,lga,LGA15990,Northern Beaches (A),1210,100
abs 2016,poa,POA2106,2106,abs 2016,lga,LGA15990,Northern Beaches (A),4808,100
abs 2016,poa,POA2107,2107,abs 2016,lga,LGA15990,Northern Beaches (A),7093,100
abs 2016,poa,POA2108,2108,abs 2016,lga,LGA15990,Northern Beaches (A),1785,100
abs 2016,poa,POA2109,2109,abs 2016,lga,LGA16700,Ryde (C),2607,100
abs 2016,poa,POA2110,2110,abs 2016,lga,LGA14100,Hunters Hill (A),4698,100
abs 2016,poa,POA2111,2111,abs 2016,lga,LGA16700,Ryde (C),6657,72.74614796197137
abs 2016,poa,POA2111,2111,abs 2016,lga,LGA14100,Hunters Hill (A),2494,27.25385203802863
abs 2016,poa,POA2112,2112,abs 2016,lga,LGA16700,Ryde (C),19619,100
abs 2016,poa,POA2113,2113,abs 2016,lga,LGA16700,Ryde (C),14231,100
abs 2016,poa,POA2114,2114,abs 2016,lga,LGA16260,Parramatta (C),385,2.8392330383480826
abs 2016,poa,POA2114,2114,abs 2016,lga,LGA16700,Ryde (C),13175,97.16076696165192
abs 2016,poa,POA2115,2115,abs 2016,lga,LGA16260,Parramatta (C),5756,100
abs 2016,poa,POA2116,2116,abs 2016,lga,LGA16260,Parramatta (C),3893,100
abs 2016,poa,POA2117,2117,abs 2016,lga,LGA16260,Parramatta (C),9905,100
abs 2016,poa,POA2118,2118,abs 2016,lga,LGA16260,Parramatta (C),11811,100
abs 2016,poa,POA2119,2119,abs 2016,lga,LGA14000,Hornsby (A),4143,80.77597972314291
abs 2016,poa,POA2119,2119,abs 2016,lga,LGA16260,Parramatta (C),986,19.224020276857086
abs 2016,poa,POA2120,2120,abs 2016,lga,LGA14000,Hornsby (A),9292,100
abs 2016,poa,POA2121,2121,abs 2016,lga,LGA14000,Hornsby (A),1703,10.874840357598977
abs 2016,poa,POA2121,2121,abs 2016,lga,LGA16260,Parramatta (C),13957,89.12515964240102
abs 2016,poa,POA2122,2122,abs 2016,lga,LGA16260,Parramatta (C),1989,13.300789086532031
abs 2016,poa,POA2122,2122,abs 2016,lga,LGA16700,Ryde (C),12965,86.69921091346797
abs 2016,poa,POA2123,2123,abs 2016,lga,LGA16260,Parramatta (C),2,100
abs 2016,poa,POA2125,2125,abs 2016,lga,LGA17420,The Hills Shire (A),4627,74.38906752411576
abs 2016,poa,POA2125,2125,abs 2016,lga,LGA14000,Hornsby (A),1593,25.610932475884248
abs 2016,poa,POA2126,2126,abs 2016,lga,LGA14000,Hornsby (A),7202,100
abs 2016,poa,POA2127,2127,abs 2016,lga,LGA16260,Parramatta (C),13964,100
abs 2016,poa,POA2128,2128,abs 2016,lga,LGA16260,Parramatta (C),2159,100
abs 2016,poa,POA2129,2129,abs 2016,lga,LGA17100,Strathfield (A),8,100
abs 2016,poa,POA2130,2130,abs 2016,lga,LGA14170,Inner West (A),4616,100
abs 2016,poa,POA2131,2131,abs 2016,lga,LGA14170,Inner West (A),13848,100
abs 2016,poa,POA2132,2132,abs 2016,lga,LGA14170,Inner West (A),2212,45.34645346453465
abs 2016,poa,POA2132,2132,abs 2016,lga,LGA11300,Burwood (A),2666,54.65354653546536
abs 2016,poa,POA2133,2133,abs 2016,lga,LGA11570,Canterbury-Bankstown (A),2328,46.15384615384615
abs 2016,poa,POA2133,2133,abs 2016,lga,LGA14170,Inner West (A),372,7.375099127676448
abs 2016,poa,POA2133,2133,abs 2016,lga,LGA11300,Burwood (A),2344,46.4710547184774
abs 2016,poa,POA2134,2134,abs 2016,lga,LGA11300,Burwood (A),11006,100
abs 2016,poa,POA2135,2135,abs 2016,lga,LGA17100,Strathfield (A),7796,64.96666666666667
abs 2016,poa,POA2135,2135,abs 2016,lga,LGA11520,Canada Bay (A),1408,11.733333333333333
abs 2016,poa,POA2135,2135,abs 2016,lga,LGA11300,Burwood (A),2796,23.3
abs 2016,poa,POA2136,2136,abs 2016,lga,LGA17100,Strathfield (A),2079,52.20994475138122
abs 2016,poa,POA2136,2136,abs 2016,lga,LGA11300,Burwood (A),1903,47.790055248618785
abs 2016,poa,POA2137,2137,abs 2016,lga,LGA11520,Canada Bay (A),13801,100
abs 2016,poa,POA2138,2138,abs 2016,lga,LGA11520,Canada Bay (A),10522,100
abs 2016,poa,POA2139,2139,abs 2016,lga,LGA11520,Canada Bay (A),4,100
abs 2016,poa,POA2140,2140,abs 2016,lga,LGA17100,Strathfield (A),10821,100
abs 2016,poa,POA2141,2141,abs 2016,lga,LGA12380,Cumberland (A),12378,85.06047278724574
abs 2016,poa,POA2141,2141,abs 2016,lga,LGA16260,Parramatta (C),2174,14.93952721275426
abs 2016,poa,POA2142,2142,abs 2016,lga,LGA12380,Cumberland (A),7781,54.473536824418936
abs 2016,poa,POA2142,2142,abs 2016,lga,LGA16260,Parramatta (C),6503,45.52646317558107
abs 2016,poa,POA2143,2143,abs 2016,lga,LGA11570,Canterbury-Bankstown (A),2117,53.177593569454906
abs 2016,poa,POA2143,2143,abs 2016,lga,LGA12380,Cumberland (A),1864,46.82240643054509
abs 2016,poa,POA2144,2144,abs 2016,lga,LGA12380,Cumberland (A),15643,100
abs 2016,poa,POA2145,2145,abs 2016,lga,LGA16260,Parramatta (C),9738,24.72326596933076
abs 2016,poa,POA2145,2145,abs 2016,lga,LGA12380,Cumberland (A),29650,75.27673403066923
abs 2016,poa,POA2146,2146,abs 2016,lga,LGA10750,Blacktown (C),2095,25.555013417906807
abs 2016,poa,POA2146,2146,abs 2016,lga,LGA12380,Cumberland (A),1799,21.94437667723835
abs 2016,poa,POA2146,2146,abs 2016,lga,LGA16260,Parramatta (C),4304,52.50060990485485
abs 2016,poa,POA2147,2147,abs 2016,lga,LGA10750,Blacktown (C),17180,99.64041294513397
abs 2016,poa,POA2147,2147,abs 2016,lga,LGA16260,Parramatta (C),62,0.3595870548660248
abs 2016,poa,POA2148,2148,abs 2016,lga,LGA10750,Blacktown (C),30746,100
abs 2016,poa,POA2150,2150,abs 2016,lga,LGA16260,Parramatta (C),24836,100
abs 2016,poa,POA2151,2151,abs 2016,lga,LGA16260,Parramatta (C),10442,98.00093852651337
abs 2016,poa,POA2151,2151,abs 2016,lga,LGA17420,The Hills Shire (A),213,1.9990614734866259
abs 2016,poa,POA2152,2152,abs 2016,lga,LGA16260,Parramatta (C),5658,100
abs 2016,poa,POA2153,2153,abs 2016,lga,LGA16260,Parramatta (C),5076,19.549393414211437
abs 2016,poa,POA2153,2153,abs 2016,lga,LGA17420,The Hills Shire (A),20889,80.45060658578856
abs 2016,poa,POA2154,2154,abs 2016,lga,LGA17420,The Hills Shire (A),18160,87.3454860276081
abs 2016,poa,POA2154,2154,abs 2016,lga,LGA14000,Hornsby (A),2631,12.6545139723919
abs 2016,poa,POA2155,2155,abs 2016,lga,LGA10750,Blacktown (C),6582,20.811332089670216
abs 2016,poa,POA2155,2155,abs 2016,lga,LGA17420,The Hills Shire (A),25045,79.18866791032978
abs 2016,poa,POA2156,2156,abs 2016,lga,LGA17420,The Hills Shire (A),4856,95.141065830721
abs 2016,poa,POA2156,2156,abs 2016,lga,LGA14000,Hornsby (A),248,4.858934169278997
abs 2016,poa,POA2157,2157,abs 2016,lga,LGA14000,Hornsby (A),712,40.80229226361031
abs 2016,poa,POA2157,2157,abs 2016,lga,LGA17420,The Hills Shire (A),1033,59.19770773638968
abs 2016,poa,POA2158,2158,abs 2016,lga,LGA17420,The Hills Shire (A),1657,39.889263360616276
abs 2016,poa,POA2158,2158,abs 2016,lga,LGA14000,Hornsby (A),2497,60.110736639383724
abs 2016,poa,POA2159,2159,abs 2016,lga,LGA14000,Hornsby (A),2225,100
abs 2016,poa,POA2160,2160,abs 2016,lga,LGA12380,Cumberland (A),16582,100
abs 2016,poa,POA2161,2161,abs 2016,lga,LGA12380,Cumberland (A),12030,86.87175043327557
abs 2016,poa,POA2161,2161,abs 2016,lga,LGA12850,Fairfield (C),1818,13.128249566724437
abs 2016,poa,POA2162,2162,abs 2016,lga,LGA12380,Cumberland (A),293,3.6680020030045064
abs 2016,poa,POA2162,2162,abs 2016,lga,LGA11570,Canterbury-Bankstown (A),7695,96.33199799699548
abs 2016,poa,POA2163,2163,abs 2016,lga,LGA12850,Fairfield (C),2822,56.22633990834828
abs 2016,poa,POA2163,2163,abs 2016,lga,LGA11570,Canterbury-Bankstown (A),2197,43.77366009165172
abs 2016,poa,POA2164,2164,abs 2016,lga,LGA12850,Fairfield (C),10373,85.88342440801458
abs 2016,poa,POA2164,2164,abs 2016,lga,LGA12380,Cumberland (A),1705,14.116575591985429
abs 2016,poa,POA2165,2165,abs 2016,lga,LGA12380,Cumberland (A),47,0.25666229794670165
abs 2016,poa,POA2165,2165,abs 2016,lga,LGA12850,Fairfield (C),18265,99.74333770205331
abs 2016,poa,POA2166,2166,abs 2016,lga,LGA12850,Fairfield (C),21289,100
abs 2016,poa,POA2167,2167,abs 2016,lga,LGA11500,Campbelltown (C) (NSW),3872,100
abs 2016,poa,POA2168,2168,abs 2016,lga,LGA14900,Liverpool (C),16047,100
abs 2016,poa,POA2170,2170,abs 2016,lga,LGA14900,Liverpool (C),50202,93.5313187017923
abs 2016,poa,POA2170,2170,abs 2016,lga,LGA12850,Fairfield (C),3472,6.468681298207699
abs 2016,poa,POA2171,2171,abs 2016,lga,LGA14900,Liverpool (C),12487,100
abs 2016,poa,POA2172,2172,abs 2016,lga,LGA17150,Sutherland Shire (A),249,24.556213017751478
abs 2016,poa,POA2172,2172,abs 2016,lga,LGA14900,Liverpool (C),765,75.44378698224851
abs 2016,poa,POA2173,2173,abs 2016,lga,LGA17150,Sutherland Shire (A),2,0.0411946446961895
abs 2016,poa,POA2173,2173,abs 2016,lga,LGA14900,Liverpool (C),4853,99.95880535530381
abs 2016,poa,POA2174,2174,abs 2016,lga,LGA14900,Liverpool (C),5258,100
abs 2016,poa,POA2175,2175,abs 2016,lga,LGA12850,Fairfield (C),1126,100
abs 2016,poa,POA2176,2176,abs 2016,lga,LGA12850,Fairfield (C),16548,100
abs 2016,poa,POA2177,2177,abs 2016,lga,LGA12850,Fairfield (C),5990,100
abs 2016,poa,POA2178,2178,abs 2016,lga,LGA16350,Penrith (C),810,42.34187140616832
abs 2016,poa,POA2178,2178,abs 2016,lga,LGA12850,Fairfield (C),395,20.64819654992159
abs 2016,poa,POA2178,2178,abs 2016,lga,LGA14900,Liverpool (C),708,37.00993204391009
abs 2016,poa,POA2179,2179,abs 2016,lga,LGA14900,Liverpool (C),6045,59.638910812943955
abs 2016,poa,POA2179,2179,abs 2016,lga,LGA11450,Camden (A),4091,40.36108918705604
abs 2016,poa,POA2190,2190,abs 2016,lga,LGA17100,Strathfield (A),891,8.321658727934995
abs 2016,poa,POA2190,2190,abs 2016,lga,LGA11570,Canterbury-Bankstown (A),9816,91.678341272065
abs 2016,poa,POA2191,2191,abs 2016,lga,LGA17100,Strathfield (A),651,23.621190130624093
abs 2016,poa,POA2191,2191,abs 2016,lga,LGA11570,Canterbury-Bankstown (A),2105,76.37880986937591
abs 2016,poa,POA2192,2192,abs 2016,lga,LGA11570,Canterbury-Bankstown (A),7072,100
abs 2016,poa,POA2193,2193,abs 2016,lga,LGA14170,Inner West (A),273,2.914798206278027
abs 2016,poa,POA2193,2193,abs 2016,lga,LGA11570,Canterbury-Bankstown (A),9093,97.08520179372198
